"<h2 id=""NM_pass"">What password do I use to log into the MyNM app?</h2>" "['\n', To access information, patients should use
    their existing NM MyChart login information. If a username or password is forgotten, use the prompts in the MyNM app
    login page to reset your information. This is a secure method to access medical information and pay medical bills.
    Those who are not NM MyChart users may register as new users on the app., '\n', See additional
        information about logging into NM MyChart here., '\n']"
"<h2 id=""NM_nmapp"">Will
    information from the NM MyChart app show up when I log into the MyNM app?</h2>" "['\n', Yes. All Northwestern Medicine
    information from the MyChart app will be the same and will be visible in the MyNM app., '\n']"
"<h2 id=""MR_test"">When can I see my test results in MyChart?</h2>" "['\n', Most test results are released to
    MyChart as soon as they become available to your doctor*. This can be anywhere from 3 - 7 business days. If you were
    admitted to one of our hospitals or had an Emergency Room visit, any tests that have been resulted during your stay
    will be released to MyChart when you're discharged. Please keep in mind, your doctor may not always have the
    opportunity to review your results before they are released to your MyChart account., '\n', *For safety
        reasons, some results are not eligible for auto-release to your MyChart account. Please see below for more
        information., '\n']"
"<h2 id=""MR_share"">Why are certain test results not
    shared electronically via MyChart?</h2>" "['\n', Certain test results are considered very sensitive in nature. Due to this,
    your physician will likely want to discuss these results with you prior to making them available for viewing in
    MyChart. Also, historical test results from hospital stays and ED visits prior to June 8, 2015 are not available to
    view in MyChart at this time. You always have the option to request a paper copy of your medical records
    from our Health Information Management department. Please, select this link for instructions: www.NM.org/Medical-Records-Request., '\n']"
"<h2 id=""MR_upcomingtests"">Why can I see upcoming tests that haven't been
    scheduled yet?</h2>" "['\n', The Upcoming Tests and Procedures activity is a compilation of all current
    Test or Procedures ordered for you by your Clinician. These orders may require action on your part or could be
    scheduled at an external facility not directly integrated into NM MyChart. If these are scheduled at a Northwestern
    Medicine facility these should display in your upcoming appointment activity. , '\n']"
"<h2 id=""MR_wrong"">Why is some of my health information on MyChart incorrect or missing?</h2>" "['\n', Your
    MyChart information comes directly from your electronic medical record maintained by your doctor's office. Your
    health information is reviewed and updated in your electronic medical record each visit. At your next clinic visit,
    talk to your doctor about correcting or adding health information in your record. If your patient portal recently
    transitioned to MyChart, your MyChart account may be blank when you first sign up. Most users will start seeing
    their health information in their account after their next doctor's visit., '\n', If you've been admitted or visited
    the Emergency Room at Northwestern Memorial or Lake Forest Hospital, but have never had an Office Visit with a
    Northwestern Medicine doctor, you will not see health information populated in the Medication, Allergy, or
    Immunization sections of your MyChart account. A summary of your health information can be found on your
    Discharge/Admission Summary. , '\n']"
"<h2 id=""MR_update"">When I update my
    medications and allergies, does that automatically go onto my medical record?</h2>" "['\n', No, this will require a review
    with your clinician to confirm the updates before it being fully incorporated into your medical record. While you
    can submit an update at any time this will be reviewed and updated in your record at your next visit with
    Northwestern Medicine. , '\n']"
"<h2 id=""MR_message"">How do I send a message to my
    doctor?</h2>" "['\n', Once you're logged in, hover over the Messaging tab and select ""Send a Clinical
    Message"". Any doctor you have had an office visit with in the last 3 years or you will see in the upcoming
        year should appear in your dropdown menu of doctors. Once you select the appropriate doctor, you can
    choose your subject from the list of options., '\n', To send a message using the MyNM app, log in and click the
    Messages tile from the dashboard. On the next screen, select the green “send a message” button, and
    follow the onscreen directions. Don’t forget to add a recipient for your message in the “To” section, as well as a
    subject., '\n', Please, remember that MyChart messages are meant for non-urgent
            questions only., '\n']"
"<h2 id=""MR_reply"">If I send a message to my
    doctor or nurse, when can I expect a reply?</h2>" "['\n', You will generally receive an answer within two (2)
        business days during regular business hours., '\n', Please note that MyChart should not be used for urgent
    situations. If you are experiencing an emergency and need immediate attention, please contact your local emergency
    room or dial 911., '\n']"
"<h2 id=""MR_phyList"">Why can't I see my doctor in the
    list of available doctors to message?</h2>" "['\n', In general, you are only able to message those doctors with whom you
    have had an office visit, procedure visit, hospital visit, or e-visit in the last 3 years or you have an appointment
    scheduled with them up to 1 year in the future.  Other types of encounters will be excluded from messaging
    enablement to a specific provider., '\n']"
"<h2 id=""MR_phylistRemove"">Can I have a
    doctor removed from my list of doctors to message?</h2>" "['\n', Unfortunately, MyChart does not allow the ability for us
    to manually remove a doctor from the list of available doctors you are able to message. Doctors will automatically
    disappear from your list when it has been 3 years since the last time you have interacted with them via office
    visit, procedure visit, hospital visit, or e-visit., '\n']"
"<h2 id=""MR_msgattach"">
    Can I send an image or video attachment via message to my physician?</h2>" "['\n', Yes. MyChart messaging functionality
    allows a patient to attach an image, video, or PDF document to a message and send it to their doctor securely.
    Patients are allowed to submit up to 3 attachments in a message. Attachments that you send via MyChart will
    automatically be stored in your permanent electronic medical record. Your attachments must be below certain file
    size and video length limits, which are subject to change. You can view these limits by hovering your mouse cursor
    over the question mark icon at the bottom of the screen when sending a new message. , '\n', To add an attachment to
    your message, simply select the Browse button at the bottom of the new message screen, and navigate to the file you
    would like to attach. Once the file is attached, you will see a preview at the bottom of the screen and you will be
    able to add a label to describe the attachment. Sending an attachment is just as easy in the MyNM app: on the new
    message screen, click “Attachments” and select a file from your device to include., '\n']"
"<h2 id=""MR_visibility"">I use another patient portal to see information from visits for one of my
    physicians. Will that information be available in the upgraded version?</h2>" "['\n', No. The NM MyChart upgrade will
    ONLY allow you to see information from your visits with care teams that use NM MyChart at a
    Northwestern Medicine facility (unless you are linked via Happy Together - review the Happy Together FAQ entries
    below for more information). Information from visits to your private physician's office will remain separate. , '\n']"
"<h2 id=""MR_mydoc"">What is the My Documents activity and how is it used?</h2>" "['\n', 
    The My Documents activity is accessed by navigating from the home page to the Health tab then select Document Center
    and finally select My Documents. This activity allows you to view, download, and print documents that you have
    on-file. All documents that you could receive via a Release of Information request are included
    here.Note: Documents will not begin to display on this page until three days after submission. This
    is by design to allow our Medical Records team time to review and accept any pending documents. The status of the
    documents wil display next to the date. If you have questions about any of the documents within the activity, please
    contact our Medical Records department by calling 312-926-3375., '\n']"
"<h2 id=""MR_fluvac"">I have an alert saying that I need to complete my annual flu vaccine - how do I inform my
    clinician's office that I have already completed this?</h2>" "['\n', Select the alert or navigate to the Preventative Care
    activity (under the Health tab). On the card that says Annual Flu Vaccine, hover over the bottom right part of the
    card and select Mark as Complete. Then, enter the date that the vaccination was given on. After accepting the date,
    you will now see the Annual Flu Vaccine listed under Requested Updates. Your clinician's office now has this
    information and will add it to your medical record., '\n']"
"<h2 id=""MF_ques"">Can I ask questions regarding a family member from my MyChart account?</h2>" "['\n', No.
    MyChart offers direct access to your personal health record and communicating about another individual's information
    would be placed in your health record. This information would not appear in the correct health record and could
    potentially jeopardize medical care., '\n']"
"<h2 id=""MF_share"">Can my spouse and I
    share one MyChart account?</h2>" "['\n', No. Due to the sensitive nature of medical information, each adult must establish
    his or her own MyChart account., '\n']"
"<h2 id=""MF_view"">Can I view a family
    member's health record in MyChart?</h2>" "['\n', Proxy Access allows a parent, legal guardian, or other caretaker to access
    another patient's account in order to help manage their healthcare. Those requesting Proxy Access will need to
    complete a consent form and turn it into the patient's doctor's office for review and approval. , '\n', For those
    requesting access for another Adult (18 yrs and older) or an Adolescent (12 to 17) patient's NM
    MyChart account, the patient's signed consent will also be required in order to be granted access. If you cannot
    obtain the Adolescent's
    approval a parent or guardian can submit a request for a Minor Proxy account that will have limited access. , '\n', 
    To get started on completing a consent form, you can download and print off the form that is applicable for
    you: , '\n', Proxy Consent Form -
        Minors Proxy Consent Form -
        AdolescentProxy Consent Form -
        Adults , '\n']"
"<h2 id=""MF_proxy"">What will I have access to as a Proxy?</h2>" "['\n', Adult Patients (18yrs +):If you have Proxy access to an adult patient, you will have
    access to everything the patient would have access to in their own account. Please keep in mind that the patient can
    revoke your access at any time, if they so choose., '\n', Minor PatientsAge
        0-11: If you have proxy access to a child age 11 and under, you will have access to their full MyChart
    record.Age 12-17: State and Federal law restricts parental access to certain medical
    information for minors age 12-17. If you have proxy access to child in this age range, you will have partial access
    to your minor's MyChart record. This includes upcoming appointments, appointment requests, immunizations, allergies,
    billing information, growth charts, and messaging. Full access can be granted to you, however, if your child
    provides their signature granting this permission., '\n']"
"<h2 id=""MF_transition"">
    If I use the MyNM app, will my existing proxy relationships from the MyChart app still work?</h2>" "['\n', Yes. The same
    agreements set in NM MyChart will transfer over to the MyNM app., '\n']"
"<h2 id=""MF_remove"">Can I remove someone who current has proxy access to my account?</h2>" "['\n', Yes. You may ""revoke""
    proxy privileges to your account at any time by going to Family Access Settings under My
        Family's Records &gt;Who Can View My Account? Select the applicable Proxy and click on ""Revoke Access"".
    This change will take effect immediately., '\n']"
"<h2 id=""MF_message"">If someone
    has proxy access to my account, will they be able to see messages I send to my doctor or nurse?</h2>" "['\n', Messages sent
    to your doctor's office can be manually disabled by you from proxy viewing when sending the message. To prevent
    proxy review, please remove the check from the box next to the ""All others with access to *YOUR NAME* at this
    time"" from the message review section., '\n']"
"<h2 id=""BL_what"">What is MyChart Bill Pay?</h2>" "['\n', Similar to the online Bill Pay option available on
    NM.org, MyChart Bill Pay provides MyChart patients convenient, easy-to-use and secure access to statement details
    and online bill payment options. With MyChart Bill Pay, you can view your bill, ask questions, and make online
    payments., '\n']"
"<h2 id=""BL_signup"">How do I sign up for MyChart Bill Pay?</h2>" "['\n', You are not required to sign up for MyChart Bill Pay. The Bill Pay feature is automatically available after you
    register for MyChart., '\n']"
"<h2 id=""BL_sum"">How has the Billing Account Summary
    page changed?</h2>" "['\n', Previously, the guarantor accounts associated with your patient record were listed in a table,
    with each guarantor account as its own separate row. In order to reduce confusion, we have updated the display, so
    that now each guarantor account is displayed as its own separate card. Each card will list the patients that are
    covered by that account and the outstanding balance, along with also providing links to view the account details,
    last statement, and send a billing-related customer service message. As of now, only Personal/Family and NM Lab
    guarantor account types will display in MyChart. We are working to expand this list in the future., '\n']"
"<h2 id=""BL_avail"">What bills are available to me in MyChart?</h2>" "['\n', MyChart
    Bill Pay provides you access to bills from visits to any Northwestern Medicine facility., '\n', If you do not see a
    bill reflected in NM MyChart please visit MyBill.nm.org for more
    options., '\n']"
"<h2 id=""BL_visibility"">Why can't I see any of my old bills in the
    upgraded version of NM MyChart?</h2>" "['\n', If you recently were asked to ""upgrade"" your NM MyChart account, billing
    information prior to March 3, 2018, will not be viewable in NM MyChart. To see or make a payment for a bill
    generated before March 3, please go to nm.org and click ""Pay a Bill""., '\n']"
"<h2 id=""BL_apply"">Can I apply my payment to specific statements?</h2>" "['\n', Yes. When accessing MyChart Bill Pay, your
    online statement will be pre-populated with the Amount to Pay and the Total Amount Due. When making a payment, you
    will have the option to select the account to which you wish to apply your payment. If no account is specified, your
    payment will be applied to the oldest balance on file. , '\n']"
"<h2 id=""BL_payplan"">Can I setup a payment plan in MyChart?</h2>" "['\n', Yes. By navigating to the Account Details page
    within your guarantor account (Billing tab &gt; Billing Account Summary &gt; See Account Detail),
    you can create a recurring monthly payment plan. In order to be eligible to enroll in a payment plan, you must have
    a minimum Amount Owed of $25.01 and you must have a monthly payment amount of $25.00 or greater. The maximum number
    of payments allowed is thirty-six (36). If you currently have a payment plan setup with our billing vendor, Simplee,
    you will not be allowed to create another payment plan in MyChart (this will be stated in your Account Details page
    if it applies to your account)., '\n', Once created, your monthly payments will be automatically
    deducted on the specified date from the credit card you selected. MyChart does not allow the creation of manual
    payment plans at this time., '\n', Note: We no longer offer the ability to terminate payment plans
    via MyChart. To do this, please contact our Billing department at (855) 286-2861. , '\n']"
"<h2 id=""BL_view"">Who can view MyChart and make payments on accounts?</h2>" "['\n', The patient or the patient's
    designated guarantor, as well as any adult proxies assigned by the guarantor, can access a patient's MyChart and
    Bill Pay information. For instance, when a bill is created for a child in MyChart, the parent who is the designated
    guarantor can view the child's MyChart and pay the bill. To provide access to the second parent, the parent who is
    the guarantor would need to designate the second parent as a proxy. Any adult who is not a designated guarantor or
    proxy will not be able to access the child's MyChart account., '\n', If a teen proxy is established and the teen is
    listed as the guarantor, the patient's MyChart information will not be accessible to either parent. Parents can only
    view their children's MyChart information when they are the designated guarantor or listed as a proxy., '\n']"
"<h2 id=""BL_ccinfo"">How is my credit card information stored?</h2>" "['\n', Your credit
    card information is stored and saved in Trust Commerce, a trusted payment and risk management provider who manages
    all online payment processing for Northwestern Medicine. Trust Commerce is a payment card industry (PCI) compliant
    provider., '\n']"
"<h2 id=""BL_new"">How will I know when a new statement/bill is
    available?</h2>" "['\n', MyChart will send you an email when a new statement is available. You will need to log into
    MyChart on a desktop computer or on your phone using the MyNM app to see the details of your new statement., '\n']"
"<h2 id=""BL_paperless"">Can I sign up for paperless billing? </h2>" "['\n', Yes. Please
    note, you must agree to receive email notifications to go paperless. MyChart will send you an email when a new
    statement is available., '\n']"
"<h2 id=""BL_questions"">Who can I contact with
    questions about my bill?</h2>" "['\n', If you have questions about your bill, you can send a message using MyChart. Simply
    login into your account and select the ""Billing"" tab. All messages sent using MyChart will be answered within 7
    business days. If you have a question that requires immediate attention, please call (855) 286-2861 to speak with a
    Patient Service Representative., '\n']"
"<h2 id=""BL_options"">Are there other ways
    to pay my bill? </h2>" "['\n', Visit MyBill.NM.org for payment options
    or tap the Billing tile from the dashboard in the MyNM app. You can also choose to use the new Pay As Guest
    functionality (available on the MyChart login page) by clicking here. , '\n']"
"<h2 id=""BL_precheck"">What is Pre Check-In and how do I use it? Is it mandatory?</h2>" "['\n', Pre Check-In is an
    activity within an upcoming appointment that allows you to complete various appointment-related tasks within a
    single workflow from the comfort of your own home. By completing these tasks at home, you will not need to do them
    when you arrive at your physician's office. With Pre Check-In, you can:, '\n', 
Verify or update demographics information
Electronically sign certain documents
Pay outstanding balances, pre-payments, and/or authorize copays
Verify or update insurance information and upload images of your insurance card
Verify or update medications and allergies information (including preferred pharmacy)
Answer appointment-related questionnaires
, '\n', To access the Pre Check-In activity, navigate to your Upcoming Appointments page and select one of your upcoming
    appointments. If your appointment is enabled for Pre Check-In functionality, you will see a section header for ""Pre
    Check-In"" and a button asking you to update your information., '\n', Completing the Pre Check-In activity is
    voluntary. It is encouraged in order to save you time at your physician's office, but it is not mandatory., '\n']"
"<h2 id=""MA_reason"">What if the Reason for Visit I need is not available for
    scheduling?</h2>" "['\n', Not every Reason for Visit is available for scheduling in MyChart at this time. The following
    considerations may prevent a Reason for Visit from being scheduled:, '\n', 
Patients who are new to a specialty may need to call in and speak to a scheduler in order to establish a new
        relationship with a provider. The schedulers are able to help take into account certain insurance coverage
        issues and provider sub-specialties to help you select the clinician most suited to your needs. Please refer
        to our provider directory for more
        information or to find a provider.
    
In general, visits that require pre-work such as labs or procedures will require you to call and make your
        appointment.
    
Immunizations, vaccinations, and flu shots require supplies to be checked prior to scheduling an appointment to
        ensure sufficient stock.
    
Visits for more than one appointment reason have special duration considerations that must be handled by a
        scheduler.
    
Some Pre-op and Post-op visits have very specific timing restrictions.
, '\n', , '\n']"
"<h2 id=""MA_options"">Why isn't my doctor listed in my options for
    scheduling?</h2>" "['\n', Only select areas are participating in MyChart scheduling at this time. If your doctor is not in
    the list of options for scheduling, it may be due to their specialty not currently having MyChart scheduling
    activated. We are currently working to expand our list of available specialties. More specialties will become
    eligible for MyChart scheduling in the following months. If you do not see a specialty listed, it is still being
    assessed for MyChart scheduling capabilities and may be enabled at a future date that is still to be determined, '\n', If no providers are appearing at all, you likely do not have a visit within the specialty you are scheduling from the
    past 3 years. Therefore, you are considered a ""new"" patient, and may have to call to complete the scheduling
    process. You can contact one of our schedulers directly at one of the locations listed in our provider
        directory or in the Find a Doctor tool in the MyNMapp., '\n', Additionally, you still have the option to
    Request an Appointment using MyChart on a desktop computer by logging in, selecting the Visits Tab, selecting
    Schedule an Appointment, then selecting one of the 3 “Send an appointment request message for…” options at the
    bottom of the page. All appointment requests submitted through this feature are sent to our scheduling team who will
    review your request and follow-up via MyChart message or phone call to confirm availability with you., '\n']"
"<h2 id=""MA_request"">Can I still request an appointment online if my doctor or
    Reason for Visit is not available for Direct Scheduling?</h2>" "['\n', If your doctor, reason for your visit or specialty
    isn't an option for scheduling on MyChart, you still have the option to Request an Appointment using MyChart by
    logging in, selecting the Visits tab, selecting Schedule an Appointment, then selecting one of the 3 “Send an
    appointment request message for…” options at the bottom of the page. All appointment requests submitted through this
    feature are sent to our scheduling team who will review your request and follow-up via MyChart message or phone call
    to confirm availability with you., '\n', You also have the option to call and make your appointment with one of our
    schedulers. To make an appointment by phone, please contact one of our schedulers directly at one of the locations
    listed in our provider directory., '\n']"
"<h2 id=""MA_avail"">What if the time or day(s) I need are not available?</h2>" "['\n', 
    In general, MyChart displays the most up to date availability for your doctor. If you feel like you should be seen
    sooner, please contact our scheduling team so they can discuss the reasons for your visit and determine if there's
    any other action that can be taken. To make an appointment by phone, please contact one of our schedulers directly
    at one of the locations listed in our provider
        directory. Please remember, if this is a medical emergency and you are in need of
            immediate
            care, please dial 911 or go to your nearest emergency room or facility.
, '\n']"
"<h2 id=""MA_location"">My doctor practices in two locations. Will I have the option to schedule with
    him/her in either location?</h2>" "['\n', Yes. If you're doctor practices in multiple locations, they will show up as a
    separate option for each location they practice at. You will have the option to choose your desired location and
    then search for availability based on that selection., '\n']"
"<h2 id=""MA_loc"">When
    scheduling an appointment, do I have to choose my scheduling location first? What if I want to schedule based on
    provider?</h2>" "['\n', By default, a location should be chosen first. If you are not sure about the location, you can
    click the “Select from available providers” hyperlink at the bottom of the Locations step to select based on
    provider name instead of location.
, '\n']"
"<h2 id=""MA_schedule"">Where can I view a list of my scheduled appointments in
    MyChart?</h2>" "['\n', You can view a complete listing of your scheduled appointments with Northwestern Medicine by logging
    in from a desktop computer and going to the Visits tab on your main account menu and selecting ""Appointments and
    Visits"". In the MyNM app, log in and tap the ""Appointments"" tile from the dashboard.  With the exception of
    Surgery appointments and appointments scheduled in our Executive Health department, any appointment scheduled over
    the phone or online will be visible to you in your Appointments Hub. You can also view your past appointments
    (including After Visit Summary information) at the bottom of this page., '\n']"
"<h2 id=""MA_cancel"">Can I cancel an appointment using MyChart?</h2>" "['\n', Yes. You will have the option to cancel select
    appointments in MyChart. There are no restrictions or fees associated with cancelling your appointments, but you
    will be required to indicate the reason for your cancellation. All cancellations done through MyChart will process
    immediately - no additional follow-up is needed.  If you wish to cancel an appointment using a desktop
    computer, please go to the  Visits tab at the top of your account screen, select  Appointments and
        Visits, select the specific appointment that you would like to cancel, then complete the process by
    selecting the  Cancel Appointment button at the bottom of your screen., '\n', If you wish to cancel an
    appointment using the MyNM app, log in and tap the Appointments tile from the dashboard. Tap the appointment you
    wish to cancel, and select the “cancel” option from the following screen., '\n']"
"<h2 id=""MA_confirm"">What happens when I confirm an appointment in MyChart?</h2>" "['\n', Confirming an appointment in MyChart
    acknowledges that you are aware of your upcoming visit and still plan on coming in. Confirming your appointment also
    prevents any subsequent appointment reminders from being sent to you via email or phone for that specific
    appointment., '\n']"
"<h2 id=""O_Evisit"">What is an eVisit?</h2>" "['\n', An electronic visit, or eVisit, lets you communicate online
    with a Northwestern Medicine physician. An eVisit does not allow for face-face interaction with a physician. When
    requesting an eVisit, you will fill out an online questionnaire and receive an electronic response from the
    physician to discuss your symptoms. Currently, eVisits are only available for Dermatology topics. To request an
    eVisit, you must:, '\n', 
Have a Northwestern Medicine MyChart account
Have been seen by a Northwestern Dermatologist in the past 3 years
Agree to the eVisit terms and conditions
Submit a credit card for authorization and potential payment
, '\n', You may request an eVisit only for advice on non-urgent conditions. If you have an urgent need to speak with or
    see a physician, call your physician, go to the nearest emergency room or call 911.For
        medical emergencies, always call 911 immediately., '\n']"
"<h2 id=""O_Reqevisit"">How do I request an eVisit?</h2>" "['\n', Using a computer, log into your NM MyChart account and go to
    the Messaging tab. Select Ask a Question, then select the eVisit
    option. eVisits are not currently available within the MyNM app., '\n']"
"<h2 id=""O_Costevisit"">How much does an eVisit cost? Does my insurance cover this service?</h2>" "['\n', An eVisit costs $60
    for follow-up issues. This fee will be preauthorized with the credit card you provide. If a physician is unable to
    treat you for your condition virtually, you will not be charged. At this time, Northwestern Medicine will not bill
    insurance for an eVisit.
, '\n']"
"<h2 id=""O_Rxevisit"">Can I get a prescription during an eVisit?</h2>" "['\n', Your
    physician will review your medical record and eVisit responses and provide a treatment plan. You may be prescribed
    medications. Refill requests will be addressed as appropriate by the physician receiving the eVisit. It is possible
    that you will be directed to submit the refill request to the prescribing physician., '\n', 
, '\n']"
"<h2 id=""O_cancelevisit"">Can I cancel my eVisit after the request has been
    submitted?</h2>" "['\n', Once you have submitted your request, you will be unable to cancel it. The request is sent to one
    of our Northwestern physicians, who will review the information and develop a response.
, '\n']"
"<h2 id=""O_HT1"">How do I link my account to other organizations via Happy Together?</h2>" "['\n', From the
    MyChart home page, hover over the Profile tab and select Manage My Accounts. From this page, you can see the
    organizations available to link to via Happy Together. If you have no listings under Accounts, this means that our
    system does not have any records of you receiving care at other organizations. Please, during your next NM visit,
    inform the registration staff that you have been seen at another organization and would like that information pulled
    into your NM chart. Once this is completed, the organization should populate under the Accounts section of this
    page. To complete the link, select Link Account, then answer one of the available challenge questions. Once answered
    successfully, your account will be linked.
, '\n']"
"<h2 id=""O_HT2"">What additional actions can I take after linking my account to
    another healthcare organization?</h2>" "['\n', After linking your account to another healthcare organization, you can view
    the following information along with the information in your MyChart account from this organization:, '\n', 
Allergies
Health Issues
Medications
, '\n', If your account is active at the other organization, you can also view and interact with the following
    features:, '\n', Messages, '\n', Test Results, '\n', Appointments and Visits, '\n', Care Team, '\n', When you see the CE (Care Everywhere) icon external symbol, the information is coming from an
    outside organization. Tap the symbol on a mobile device or hover over the symbol on a desktop to see where the
    information is coming from., '\n']"
"<h2 id=""O_HT3"">Can I access this information
    on both the mobile app and on the website?</h2>" "['\n', You can view all your information from other organizations in the
